Sample	Variant classes	Consequences (most severe)	Consequences (all)	Coding consequences	SIFT summary	PolyPhen summary	Variants by chromosome	Position in protein	General statistics
SAS_UGT2B7	{'sequence_alteration': 2, 'insertion': 5, 'deletion': 7, 'SNV': 210}	{'missense_variant': 2, 'synonymous_variant': 5, '5_prime_UTR_variant': 1, '3_prime_UTR_variant': 1, 'non_coding_transcript_exon_variant': 12, 'intron_variant': 203}	{'missense_variant': 15, 'synonymous_variant': 40, '5_prime_UTR_variant': 2, '3_prime_UTR_variant': 24, 'non_coding_transcript_exon_variant': 18, 'intron_variant': 1025, 'non_coding_transcript_variant': 328, 'upstream_gene_variant': 231, 'downstream_gene_variant': 111, 'regulatory_region_variant': 16}	{'missense_variant': 15, 'synonymous_variant': 40}	{'tolerated_low_confidence': 5}	{'benign': 5}	{'chr4': 224}	{'00-10%': 0, '10-20%': 3, '20-30%': 7, '30-40%': 2, '40-50%': 14, '50-60%': 3, '60-70%': 14, '70-80%': 8, '80-90%': 2, '90-100%': 2}	{'Lines of input read': 224, 'Variants processed': 224, 'Variants filtered out': 0, 'Novel variants': 30, 'Existing variants': 194, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 5}
SAS_VKORC1	{'deletion': 1, 'SNV': 13}	{'splice_donor_variant': 2, 'missense_variant': 3, 'splice_region_variant': 1, '5_prime_UTR_variant': 1, '3_prime_UTR_variant': 1, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 4}	{'splice_donor_variant': 2, 'missense_variant': 16, 'splice_region_variant': 7, 'splice_polypyrimidine_tract_variant': 2, '5_prime_UTR_variant': 2, '3_prime_UTR_variant': 20, 'non_coding_transcript_exon_variant': 7, 'intron_variant': 91, 'non_coding_transcript_variant': 12, 'upstream_gene_variant': 52, 'downstream_gene_variant': 7, 'regulatory_region_variant': 4}	{'missense_variant': 16}	{'tolerated': 2, 'deleterious': 8}	{'probably_damaging': 3, 'benign': 3, 'possibly_damaging': 4}	{'chr16': 14}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 9, '40-50%': 1, '50-60%': 1, '60-70%': 2, '70-80%': 2, '80-90%': 1, '90-100%': 0}	{'Lines of input read': 14, 'Variants processed': 14, 'Variants filtered out': 0, 'Novel variants': 4, 'Existing variants': 10, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 1}
STU_CALU	{'SNV': 2}	{'missense_variant': 1, 'intron_variant': 1}	{'missense_variant': 24, 'intron_variant': 1, 'downstream_gene_variant': 25}	{'missense_variant': 24}	{'tolerated_low_confidence': 1, 'tolerated': 19}	{'benign': 20}	{'chr7': 2}	{'00-10%': 24, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 2, 'Variants processed': 2, 'Variants filtered out': 0, 'Novel variants': 1, 'Existing variants': 1, 'Overlapped genes': 2, 'Overlapped transcripts': 26, 'Overlapped regulatory features': 0}
STU_CYP2C9	{'SNV': 5}	{'3_prime_UTR_variant': 2, 'intron_variant': 3}	{'3_prime_UTR_variant': 2, 'intron_variant': 95, 'NMD_transcript_variant': 5, 'non_coding_transcript_variant': 5, 'upstream_gene_variant': 2, 'downstream_gene_variant': 3}				{'chr10': 5}		{'Lines of input read': 5, 'Variants processed': 5, 'Variants filtered out': 0, 'Novel variants': 1, 'Existing variants': 4, 'Overlapped genes': 3, 'Overlapped transcripts': 23, 'Overlapped regulatory features': 0}
STU_CYP4F2	{'insertion': 2, 'SNV': 12}	{'missense_variant': 1, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 12}	{'missense_variant': 16, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 244, 'NMD_transcript_variant': 10, 'non_coding_transcript_variant': 19, 'upstream_gene_variant': 32, 'downstream_gene_variant': 12}	{'missense_variant': 16}	{'deleterious_low_confidence': 5}	{'benign': 1, 'probably_damaging': 4}	{'chr19': 14}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 2, '80-90%': 14, '90-100%': 0}	{'Lines of input read': 14, 'Variants processed': 14, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 12, 'Overlapped genes': 3, 'Overlapped transcripts': 26, 'Overlapped regulatory features': 0}
STU_DRD2	{'SNV': 17}	{'synonymous_variant': 2, '3_prime_UTR_variant': 1, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 13}	{'synonymous_variant': 16, '3_prime_UTR_variant': 8, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 124, 'non_coding_transcript_variant': 23, 'upstream_gene_variant': 6, 'downstream_gene_variant': 35}	{'synonymous_variant': 16}			{'chr11': 17}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 1, '70-80%': 15, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 17, 'Variants processed': 17, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 15, 'Overlapped genes': 3, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 0}
STU_GGCX	{'SNV': 5}	{'synonymous_variant': 1, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 3}	{'synonymous_variant': 23, '3_prime_UTR_variant': 3, 'non_coding_transcript_exon_variant': 8, 'intron_variant': 144, 'NMD_transcript_variant': 36, 'non_coding_transcript_variant': 28, 'upstream_gene_variant': 8, 'downstream_gene_variant': 7}	{'synonymous_variant': 23}			{'chr2': 5}	{'00-10%': 0, '10-20%': 0, '20-30%': 2, '30-40%': 3, '40-50%': 2, '50-60%': 13, '60-70%': 0, '70-80%': 0, '80-90%': 1, '90-100%': 2}	{'Lines of input read': 5, 'Variants processed': 5, 'Variants filtered out': 0, 'Novel variants': 0, 'Existing variants': 5, 'Overlapped genes': 2, 'Overlapped transcripts': 40, 'Overlapped regulatory features': 0}
STU_OPRM1	{'sequence_alteration': 1, 'deletion': 2, 'SNV': 30}	{'missense_variant': 2, 'synonymous_variant': 2, '3_prime_UTR_variant': 5, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 22}	{'missense_variant': 16, 'synonymous_variant': 2, '3_prime_UTR_variant': 7, 'non_coding_transcript_exon_variant': 3, 'intron_variant': 427, 'NMD_transcript_variant': 61, 'non_coding_transcript_variant': 29, 'upstream_gene_variant': 16, 'downstream_gene_variant': 51, 'regulatory_region_variant': 1}	{'missense_variant': 16, 'synonymous_variant': 2}	{'tolerated_low_confidence': 1, 'deleterious': 2, 'deleterious_low_confidence': 13}	{'unknown': 1, 'probably_damaging': 2, 'possibly_damaging': 3, 'benign': 10}	{'chr6': 33}	{'00-10%': 7, '10-20%': 4, '20-30%': 3, '30-40%': 0, '40-50%': 0, '50-60%': 1, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 3}	{'Lines of input read': 33, 'Variants processed': 33, 'Variants filtered out': 0, 'Novel variants': 7, 'Existing variants': 26, 'Overlapped genes': 4, 'Overlapped transcripts': 45, 'Overlapped regulatory features': 1}
STU_UGT2B7	{'deletion': 1, 'insertion': 2, 'SNV': 28}	{'missense_variant': 1, 'synonymous_variant': 3, '5_prime_UTR_variant': 1, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 24}	{'missense_variant': 9, 'synonymous_variant': 24, '5_prime_UTR_variant': 1, 'non_coding_transcript_exon_variant': 6, 'intron_variant': 229, 'non_coding_transcript_variant': 51, 'upstream_gene_variant': 40, 'downstream_gene_variant': 19, 'regulatory_region_variant': 3}	{'missense_variant': 9, 'synonymous_variant': 24}	{'tolerated_low_confidence': 4}	{'benign': 4}	{'chr4': 31}	{'00-10%': 0, '10-20%': 2, '20-30%': 7, '30-40%': 2, '40-50%': 8, '50-60%': 3, '60-70%': 6, '70-80%': 3, '80-90%': 1, '90-100%': 1}	{'Lines of input read': 31, 'Variants processed': 31, 'Variants filtered out': 0, 'Novel variants': 2, 'Existing variants': 29, 'Overlapped genes': 2, 'Overlapped transcripts': 13, 'Overlapped regulatory features': 2}
STU_VKORC1	{'SNV': 1}	{'3_prime_UTR_variant': 1}	{'3_prime_UTR_variant': 7, 'non_coding_transcript_exon_variant': 1, 'upstream_gene_variant': 4, 'downstream_gene_variant': 3}				{'chr16': 1}		{'Lines of input read': 1, 'Variants processed': 1, 'Variants filtered out': 0, 'Novel variants': 0, 'Existing variants': 1, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 0}
TSI_CALU	{'deletion': 1, 'insertion': 1, 'SNV': 36}	{'missense_variant': 2, '5_prime_UTR_variant': 3, '3_prime_UTR_variant': 8, 'intron_variant': 25}	{'missense_variant': 35, '5_prime_UTR_variant': 17, '3_prime_UTR_variant': 110, 'intron_variant': 679, 'upstream_gene_variant': 15, 'downstream_gene_variant': 98, 'regulatory_region_variant': 5}	{'missense_variant': 35}	{'tolerated_low_confidence': 1, 'tolerated': 28}	{'benign': 29}	{'chr7': 38}	{'00-10%': 24, '10-20%': 0, '20-30%': 10, '30-40%': 1, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 38, 'Variants processed': 38, 'Variants filtered out': 0, 'Novel variants': 13, 'Existing variants': 25, 'Overlapped genes': 3, 'Overlapped transcripts': 27, 'Overlapped regulatory features': 3}
TSI_CYP2C9	{'insertion': 2, 'SNV': 49}	{'missense_variant': 1, 'synonymous_variant': 1, '3_prime_UTR_variant': 4, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 44}	{'missense_variant': 16, 'synonymous_variant': 17, '3_prime_UTR_variant': 23, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 894, 'NMD_transcript_variant': 51, 'non_coding_transcript_variant': 22, 'upstream_gene_variant': 18, 'downstream_gene_variant': 29}	{'missense_variant': 16, 'synonymous_variant': 17}	{'deleterious_low_confidence': 1}	{'benign': 1}	{'chr10': 51}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 2, '70-80%': 14, '80-90%': 0, '90-100%': 17}	{'Lines of input read': 51, 'Variants processed': 51, 'Variants filtered out': 0, 'Novel variants': 20, 'Existing variants': 31, 'Overlapped genes': 3, 'Overlapped transcripts': 23, 'Overlapped regulatory features': 0}
TSI_CYP2D6	{'deletion': 1, 'SNV': 1}	{'frameshift_variant': 1, 'non_coding_transcript_exon_variant': 1}	{'frameshift_variant': 20, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 48, 'NMD_transcript_variant': 2, 'non_coding_transcript_variant': 2, 'upstream_gene_variant': 6, 'downstream_gene_variant': 12}	{'frameshift_variant': 20}			{'chr22': 2}	{'00-10%': 0, '10-20%': 0, '20-30%': 2, '30-40%': 18, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 2, 'Variants processed': 2, 'Variants filtered out': 0, 'Novel variants': 0, 'Existing variants': 2, 'Overlapped genes': 3, 'Overlapped transcripts': 50, 'Overlapped regulatory features': 0}
TSI_CYP4F2	{'insertion': 2, 'SNV': 49}	{'missense_variant': 5, 'synonymous_variant': 1, '3_prime_UTR_variant': 2, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 41}	{'missense_variant': 82, 'synonymous_variant': 19, '3_prime_UTR_variant': 34, 'non_coding_transcript_exon_variant': 12, 'intron_variant': 839, 'NMD_transcript_variant': 39, 'non_coding_transcript_variant': 69, 'upstream_gene_variant': 71, 'downstream_gene_variant': 43}	{'missense_variant': 82, 'synonymous_variant': 19}	{'tolerated_low_confidence': 5, 'deleterious_low_confidence': 20}	{'possibly_damaging': 4, 'probably_damaging': 9, 'benign': 12}	{'chr19': 51}	{'00-10%': 1, '10-20%': 0, '20-30%': 1, '30-40%': 13, '40-50%': 2, '50-60%': 2, '60-70%': 13, '70-80%': 3, '80-90%': 20, '90-100%': 46}	{'Lines of input read': 51, 'Variants processed': 51, 'Variants filtered out': 0, 'Novel variants': 15, 'Existing variants': 36, 'Overlapped genes': 4, 'Overlapped transcripts': 27, 'Overlapped regulatory features': 0}
TSI_DRD2	{'insertion': 2, 'deletion': 3, 'SNV': 110}	{'synonymous_variant': 3, '5_prime_UTR_variant': 2, '3_prime_UTR_variant': 2, 'non_coding_transcript_exon_variant': 3, 'intron_variant': 105}	{'synonymous_variant': 25, '5_prime_UTR_variant': 4, '3_prime_UTR_variant': 15, 'non_coding_transcript_exon_variant': 5, 'intron_variant': 836, 'non_coding_transcript_variant': 136, 'upstream_gene_variant': 83, 'downstream_gene_variant': 92, 'regulatory_region_variant': 8}	{'synonymous_variant': 25}			{'chr11': 115}	{'00-10%': 0, '10-20%': 0, '20-30%': 0, '30-40%': 7, '40-50%': 1, '50-60%': 0, '60-70%': 1, '70-80%': 15, '80-90%': 0, '90-100%': 1}	{'Lines of input read': 115, 'Variants processed': 115, 'Variants filtered out': 0, 'Novel variants': 31, 'Existing variants': 84, 'Overlapped genes': 3, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 5}
TSI_GGCX	{'deletion': 1, 'insertion': 3, 'SNV': 25}	{'missense_variant': 1, 'synonymous_variant': 3, '5_prime_UTR_variant': 1, '3_prime_UTR_variant': 12, 'non_coding_transcript_exon_variant': 4, 'intron_variant': 8}	{'missense_variant': 23, 'synonymous_variant': 66, '5_prime_UTR_variant': 1, '3_prime_UTR_variant': 64, 'non_coding_transcript_exon_variant': 46, 'intron_variant': 483, 'NMD_transcript_variant': 128, 'non_coding_transcript_variant': 94, 'upstream_gene_variant': 59, 'downstream_gene_variant': 479, 'regulatory_region_variant': 1}	{'missense_variant': 23, 'synonymous_variant': 66}	{'tolerated': 9}	{'benign': 9}	{'chr2': 29}	{'00-10%': 2, '10-20%': 3, '20-30%': 5, '30-40%': 13, '40-50%': 16, '50-60%': 27, '60-70%': 16, '70-80%': 1, '80-90%': 2, '90-100%': 4}	{'Lines of input read': 29, 'Variants processed': 29, 'Variants filtered out': 0, 'Novel variants': 11, 'Existing variants': 18, 'Overlapped genes': 3, 'Overlapped transcripts': 52, 'Overlapped regulatory features': 1}
TSI_OPRM1	{'sequence_alteration': 1, 'insertion': 1, 'deletion': 5, 'SNV': 224}	{'stop_gained': 1, 'missense_variant': 3, 'synonymous_variant': 2, '5_prime_UTR_variant': 2, '3_prime_UTR_variant': 24, 'non_coding_transcript_exon_variant': 7, 'intron_variant': 192}	{'stop_gained': 1, 'missense_variant': 31, 'synonymous_variant': 2, '5_prime_UTR_variant': 4, '3_prime_UTR_variant': 48, 'non_coding_transcript_exon_variant': 9, 'intron_variant': 2802, 'NMD_transcript_variant': 328, 'non_coding_transcript_variant': 226, 'upstream_gene_variant': 90, 'downstream_gene_variant': 274, 'regulatory_region_variant': 12}	{'stop_gained': 1, 'missense_variant': 31, 'synonymous_variant': 2}	{'deleterious': 2, 'deleterious_low_confidence': 13, 'tolerated_low_confidence': 16}	{'unknown': 1, 'probably_damaging': 2, 'possibly_damaging': 3, 'benign': 25}	{'chr6': 231}	{'00-10%': 19, '10-20%': 5, '20-30%': 4, '30-40%': 1, '40-50%': 0, '50-60%': 1, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 4}	{'Lines of input read': 231, 'Variants processed': 231, 'Variants filtered out': 0, 'Novel variants': 88, 'Existing variants': 143, 'Overlapped genes': 5, 'Overlapped transcripts': 49, 'Overlapped regulatory features': 9}
TSI_UGT2B7	{'sequence_alteration': 1, 'deletion': 3, 'insertion': 5, 'SNV': 128}	{'missense_variant': 1, 'splice_region_variant': 1, 'synonymous_variant': 5, '3_prime_UTR_variant': 1, 'non_coding_transcript_exon_variant': 7, 'intron_variant': 122}	{'missense_variant': 9, 'splice_region_variant': 7, 'synonymous_variant': 40, '3_prime_UTR_variant': 12, 'non_coding_transcript_exon_variant': 11, 'intron_variant': 751, 'non_coding_transcript_variant': 218, 'upstream_gene_variant': 119, 'downstream_gene_variant': 87, 'regulatory_region_variant': 8}	{'missense_variant': 9, 'synonymous_variant': 40}	{'tolerated_low_confidence': 4}	{'benign': 4}	{'chr4': 137}	{'00-10%': 0, '10-20%': 2, '20-30%': 9, '30-40%': 2, '40-50%': 8, '50-60%': 8, '60-70%': 7, '70-80%': 9, '80-90%': 2, '90-100%': 2}	{'Lines of input read': 137, 'Variants processed': 137, 'Variants filtered out': 0, 'Novel variants': 19, 'Existing variants': 118, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 4}
TSI_VKORC1	{'deletion': 1, 'SNV': 9}	{'splice_donor_variant': 1, '5_prime_UTR_variant': 3, '3_prime_UTR_variant': 2, 'non_coding_transcript_exon_variant': 1, 'intron_variant': 3}	{'splice_donor_variant': 1, '5_prime_UTR_variant': 7, '3_prime_UTR_variant': 14, 'non_coding_transcript_exon_variant': 6, 'intron_variant': 56, 'non_coding_transcript_variant': 5, 'upstream_gene_variant': 46, 'downstream_gene_variant': 9, 'regulatory_region_variant': 2}				{'chr16': 10}		{'Lines of input read': 10, 'Variants processed': 10, 'Variants filtered out': 0, 'Novel variants': 3, 'Existing variants': 7, 'Overlapped genes': 4, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 1}
YRI_CALU	{'insertion': 1, 'sequence_alteration': 1, 'SNV': 57}	{'missense_variant': 2, '5_prime_UTR_variant': 4, '3_prime_UTR_variant': 8, 'non_coding_transcript_exon_variant': 3, 'intron_variant': 42}	{'missense_variant': 35, '5_prime_UTR_variant': 28, '3_prime_UTR_variant': 155, 'non_coding_transcript_exon_variant': 3, 'intron_variant': 1143, 'upstream_gene_variant': 22, 'downstream_gene_variant': 164, 'regulatory_region_variant': 6}	{'missense_variant': 35}	{'tolerated_low_confidence': 1, 'tolerated': 28}	{'benign': 29}	{'chr7': 59}	{'00-10%': 24, '10-20%': 0, '20-30%': 10, '30-40%': 1, '40-50%': 0, '50-60%': 0, '60-70%': 0, '70-80%': 0, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 59, 'Variants processed': 59, 'Variants filtered out': 0, 'Novel variants': 28, 'Existing variants': 31, 'Overlapped genes': 3, 'Overlapped transcripts': 27, 'Overlapped regulatory features': 3}
YRI_CYP2C9	{'deletion': 2, 'SNV': 102}	{'missense_variant': 3, 'synonymous_variant': 1, '3_prime_UTR_variant': 10, 'non_coding_transcript_exon_variant': 2, 'intron_variant': 87, 'downstream_gene_variant': 1}	{'missense_variant': 35, 'splice_polypyrimidine_tract_variant': 17, 'synonymous_variant': 17, '3_prime_UTR_variant': 74, 'non_coding_transcript_exon_variant': 5, 'intron_variant': 1766, 'NMD_transcript_variant': 101, 'non_coding_transcript_variant': 46, 'upstream_gene_variant': 29, 'downstream_gene_variant': 87}	{'missense_variant': 35, 'synonymous_variant': 17}	{'deleterious_low_confidence': 2, 'tolerated_low_confidence': 3}	{'benign': 5}	{'chr10': 104}	{'00-10%': 0, '10-20%': 0, '20-30%': 4, '30-40%': 12, '40-50%': 5, '50-60%': 11, '60-70%': 1, '70-80%': 0, '80-90%': 15, '90-100%': 4}	{'Lines of input read': 104, 'Variants processed': 104, 'Variants filtered out': 0, 'Overlapped genes': 3, 'Overlapped transcripts': 23, 'Novel variants': 18, 'Existing variants': 86, 'Overlapped regulatory features': 0}
YRI_CYP4F2	{'insertion': 6, 'deletion': 6, 'SNV': 118}	{'missense_variant': 8, 'splice_region_variant': 1, 'splice_polypyrimidine_tract_variant': 3, 'synonymous_variant': 4, '5_prime_UTR_variant': 6, '3_prime_UTR_variant': 3, 'non_coding_transcript_exon_variant': 3, 'intron_variant': 101, 'downstream_gene_variant': 1}	{'missense_variant': 118, 'splice_region_variant': 19, 'splice_polypyrimidine_tract_variant': 40, 'synonymous_variant': 85, '5_prime_UTR_variant': 7, '3_prime_UTR_variant': 41, 'non_coding_transcript_exon_variant': 25, 'intron_variant': 2260, 'NMD_transcript_variant': 114, 'non_coding_transcript_variant': 190, 'upstream_gene_variant': 265, 'downstream_gene_variant': 121}	{'missense_variant': 118, 'synonymous_variant': 85}	{'tolerated': 3, 'tolerated_low_confidence': 15, 'deleterious_low_confidence': 20}	{'possibly_damaging': 4, 'probably_damaging': 9, 'benign': 25}	{'chr19': 130}	{'00-10%': 20, '10-20%': 47, '20-30%': 28, '30-40%': 16, '40-50%': 2, '50-60%': 3, '60-70%': 15, '70-80%': 6, '80-90%': 20, '90-100%': 46}	{'Lines of input read': 130, 'Variants processed': 130, 'Variants filtered out': 0, 'Novel variants': 9, 'Existing variants': 121, 'Overlapped genes': 4, 'Overlapped transcripts': 27, 'Overlapped regulatory features': 0}
YRI_DRD2	{'insertion': 2, 'deletion': 6, 'SNV': 165}	{'synonymous_variant': 4, '5_prime_UTR_variant': 4, '3_prime_UTR_variant': 3, 'non_coding_transcript_exon_variant': 6, 'intron_variant': 156}	{'synonymous_variant': 34, '5_prime_UTR_variant': 5, '3_prime_UTR_variant': 21, 'non_coding_transcript_exon_variant': 8, 'intron_variant': 1257, 'non_coding_transcript_variant': 193, 'upstream_gene_variant': 106, 'downstream_gene_variant': 149, 'regulatory_region_variant': 10}	{'synonymous_variant': 34}			{'chr11': 173}	{'00-10%': 15, '10-20%': 2, '20-30%': 1, '30-40%': 0, '40-50%': 0, '50-60%': 0, '60-70%': 1, '70-80%': 15, '80-90%': 0, '90-100%': 0}	{'Lines of input read': 173, 'Variants processed': 173, 'Variants filtered out': 0, 'Novel variants': 47, 'Existing variants': 126, 'Overlapped genes': 3, 'Overlapped transcripts': 15, 'Overlapped regulatory features': 8}
